customer_id,revenue,orders,skus,items,first_order_date,last_order_date,avg_items,avg_order_value,tenure,recency,cohort,heterogeneity,r,f,m,h,rfm,rfm_score,rfm_segment_name,avg_latency,min_latency,max_latency,std_latency,latency_cov,days_to_next_order,latency_label,abc_class_12m,abc_rank_12m,predicted_purchases,predicted_aov,predicted_clv,predicted_abc_class,predicted_abc_class_rank
14102.0,1314.73,8,35,938,2011-10-26 12:46:00,2011-12-04 15:38:00,117.25,164.34,44,5,20114,35,5,2,1,1,521,8,Loyal,7.0,6.0,15.0,4.112987559751022,0.5875696513930031,6.112987559751022,Order due soon,B,1303.0,3.7972007179353113,275.8899661675821,929.9718718161625,A,392.0
14104.0,216.20999999999998,2,21,72,2011-06-27 12:49:00,2011-07-08 12:50:00,36.0,108.1,165,154,20112,21,3,1,1,1,311,5,Potential loyal,5.0,11.0,11.0,-1.0,-1.0,-1.0,Not sure,C,3542.0,0.6953953540105297,272.8603877770872,155.73935519814904,C,2591.0
14105.0,1260.33,2,74,798,2011-04-14 17:58:00,2011-09-15 16:13:00,399.0,630.16,239,85,20112,74,4,1,1,2,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,B,1361.0,0.24026652344456512,0.0,0.0,C,3564.0
14107.0,2688.48,8,61,1788,2010-12-10 13:29:00,2011-10-19 12:12:00,223.5,336.06,364,51,20104,61,4,2,1,2,421,7,Loyal,44.0,37.0,80.0,17.588822208057785,0.39974595927404055,10.588822208057785,Order overdue,A,617.0,1.4132278957404347,394.3810257781612,579.3286512199252,A,875.0
14108.0,594.16,3,33,380,2011-08-30 11:32:00,2011-11-09 10:41:00,126.67,198.05,101,30,20113,33,5,1,1,1,511,7,Loyal,35.0,71.0,71.0,-1.0,-1.0,-1.0,Not sure,C,2333.0,0.9584203878815204,365.9769182349175,410.4771821211058,B,1393.0
14109.0,80.2,2,9,56,2011-09-28 10:18:00,2011-11-16 13:51:00,28.0,40.1,72,23,20113,9,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,4150.0,0.5222871799790844,0.0,0.0,C,3564.0
14110.0,5669.65,13,94,2455,2011-03-18 09:59:00,2011-12-06 12:26:00,188.85,436.13,266,3,20111,94,5,2,2,2,522,9,Loyal,21.0,2.0,49.0,14.625009712506486,0.6964290339288803,32.62500971250648,Order not due,A,216.0,3.163414215756727,432.76831601810227,1309.8784022031386,A,212.0
14111.0,688.6,5,10,457,2011-04-12 11:36:00,2011-11-25 13:44:00,91.4,137.72,241,14,20112,10,5,1,1,1,511,7,Loyal,56.0,11.0,135.0,62.171804970849394,1.110210803050882,104.1718049708494,Order due soon,C,2083.0,1.105376851951458,260.3714590301872,320.8682124198012,B,1767.0
14112.0,2774.17,12,117,1608,2011-03-09 11:28:00,2011-11-17 12:30:00,134.0,231.18,275,22,20111,117,5,2,1,2,521,8,Loyal,36.0,0.0,90.0,40.66653005441535,1.1296258348448707,54.66653005441535,Order due soon,A,589.0,1.2569760678348867,538.9640383582587,729.1170817846854,A,608.0
14113.0,1377.92,8,26,635,2010-12-20 11:56:00,2011-12-06 12:18:00,79.38,172.24,354,3,20104,26,5,2,1,1,521,8,Loyal,87.0,19.0,276.0,138.93523671121017,1.5969567438070134,222.93523671121017,Order due soon,B,1255.0,0.8110632376149729,454.4175171814072,424.31831888591006,B,1343.0
14114.0,386.53,2,15,101,2011-01-13 11:05:00,2011-03-11 09:42:00,50.5,193.26,330,273,20111,15,2,1,1,1,211,4,Hold and improve,28.0,57.0,57.0,-1.0,-1.0,-1.0,Not sure,C,2851.0,0.40849103184237384,312.7846255297997,92.33355602520314,C,2750.0
14116.0,1382.74,5,61,707,2011-08-10 12:44:00,2011-11-20 10:29:00,141.4,276.55,121,19,20113,61,5,1,1,2,511,7,Loyal,20.0,12.0,33.0,9.255628917943215,0.46278144589716075,10.255628917943215,Order overdue,B,1252.0,2.2684942409631237,299.8167027811255,674.2483610516115,A,697.0
14117.0,90.0,1,3,72,2011-07-19 09:49:00,2011-07-19 09:49:00,72.0,90.0,143,143,20113,3,3,1,1,1,311,5,Potential loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,4128.0,0.34841550694291806,0.0,0.0,C,3564.0
14119.0,-19.9,1,1,-2,2010-12-20 13:58:00,2010-12-20 13:58:00,-2.0,-19.9,354,354,20104,1,1,1,1,1,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,4257.0,-1.0,-1.0,-1.0,-1,-1.0
14121.0,2740.3,6,148,2078,2011-10-11 10:39:00,2011-12-06 12:19:00,346.33,456.72,59,3,20114,148,5,1,1,3,511,7,Loyal,14.0,7.0,30.0,11.50362261782493,0.8216873298446379,22.50362261782493,Order due soon,A,608.0,2.661298754524379,728.1351267425076,1858.6400030972068,A,116.0
14124.0,419.58000000000004,1,4,1618,2011-09-16 13:32:00,2011-09-16 13:32:00,1618.0,419.58,84,84,20113,4,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2743.0,0.4816617002314756,0.0,0.0,C,3564.0
14125.0,2740.43,3,159,1640,2011-09-22 15:40:00,2011-11-29 12:47:00,546.67,913.48,78,10,20113,159,5,1,1,3,511,7,Loyal,22.0,18.0,50.0,22.627416997969522,1.02851895445316,34.62741699796952,Order due soon,A,607.0,1.7137068685730092,610.007677946979,1110.7284742504319,A,301.0
14126.0,643.6300000000001,4,14,458,2011-11-29 12:21:00,2011-12-02 11:45:00,114.5,160.91,10,7,20114,14,5,1,1,1,511,7,Loyal,1.0,0.0,3.0,2.1213203435596424,2.1213203435596424,-3.878679656440358,Order overdue,C,2194.0,2.0450359638116704,253.25617849307739,507.00306126659746,A,1057.0
14127.0,709.71,3,39,321,2011-02-02 12:26:00,2011-08-09 10:49:00,107.0,236.57,310,122,20111,39,3,1,1,1,311,5,Potential loyal,62.0,54.0,134.0,56.568542494923804,0.9123958466923194,-3.431457505076196,Order overdue,C,2045.0,0.6676629423425245,278.3162157729314,222.83641375102025,C,2285.0
14128.0,637.5,2,40,564,2011-03-29 10:49:00,2011-10-10 12:00:00,282.0,318.75,255,60,20111,40,4,1,1,1,411,6,Loyal,97.0,195.0,195.0,-1.0,-1.0,-1.0,Not sure,C,2212.0,0.5046749941295212,377.6978801107283,244.1025612703321,C,2168.0
14129.0,1123.8600000000001,5,31,592,2011-03-24 08:44:00,2011-12-08 11:02:00,118.4,224.77,260,1,20111,31,5,1,1,1,511,7,Loyal,51.0,0.0,165.0,74.82145414251183,1.4670873361276828,124.82145414251183,Order due soon,B,1479.0,1.0418810591083565,300.2984635350301,351.45470852690767,B,1623.0
14130.0,483.86,1,66,258,2011-01-24 16:05:00,2011-01-24 16:05:00,258.0,483.86,319,319,20111,66,1,1,1,2,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2579.0,0.1908895416703977,0.0,0.0,C,3564.0
14132.0,3580.13,12,100,3366,2011-06-09 12:04:00,2011-12-07 13:35:00,280.5,298.34,183,2,20112,100,5,2,1,2,521,8,Loyal,16.0,5.0,27.0,7.248754682319194,0.4530471676449496,21.248754682319195,Order not due,A,423.0,3.8446508852385985,337.20914769461643,1207.6068420055938,A,258.0
14133.0,590.3399999999999,5,26,342,2011-01-28 11:27:00,2011-08-02 11:34:00,68.4,118.07,315,129,20111,26,3,1,1,1,311,5,Potential loyal,62.0,0.0,186.0,131.52186130069785,2.121320343559643,64.52186130069785,Order overdue,C,2341.0,0.4259185918934542,357.23006961679863,186.70742500433946,C,2458.0
14135.0,4690.31,15,95,3850,2010-12-02 10:27:00,2011-12-08 11:38:00,256.67,312.69,372,1,20104,95,5,2,2,2,522,9,Loyal,24.0,0.0,106.0,31.561295673900723,1.3150539864125301,54.56129567390072,Order due soon,A,287.0,2.8122703709824948,331.15653090551194,903.4316524341483,A,417.0
14138.0,982.3800000000001,2,40,610,2011-10-07 09:38:00,2011-12-08 12:44:00,305.0,491.19,63,1,20114,40,5,1,1,1,511,7,Loyal,31.0,62.0,62.0,-1.0,-1.0,-1.0,Not sure,B,1655.0,1.231963860996342,383.3366880107933,539.3470956951601,A,971.0
14139.0,415.82,1,26,510,2011-10-24 13:34:00,2011-10-24 13:34:00,510.0,415.82,46,46,20114,26,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2759.0,0.6390766920418869,0.0,0.0,C,3564.0
14140.0,920.05,3,60,809,2011-11-08 11:20:00,2011-12-06 09:05:00,269.67,306.68,31,3,20114,60,5,1,1,2,511,7,Loyal,14.0,28.0,28.0,-1.0,-1.0,-1.0,Not sure,B,1726.0,1.6211449854688822,406.37682938132923,698.4033107491585,A,653.0
14141.0,879.0300000000001,6,28,337,2011-08-26 14:40:00,2011-12-07 09:53:00,56.17,146.51,105,2,20113,28,5,1,1,1,511,7,Loyal,25.0,14.0,57.0,21.594752448994022,0.8637900979597609,44.59475244899402,Order due soon,B,1787.0,1.9630242589467897,267.89063274849445,538.3266515692226,A,976.0
14142.0,311.81,1,22,313,2010-12-01 16:33:00,2010-12-01 16:33:00,313.0,311.81,373,373,20104,22,1,1,1,1,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,D,4283.0,0.1676354015633417,0.0,0.0,C,3564.0
14143.0,115.8,1,7,30,2011-07-29 09:48:00,2011-07-29 09:48:00,30.0,115.8,133,133,20113,7,3,1,1,1,311,5,Potential loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,4005.0,0.3655555862701415,0.0,0.0,C,3564.0
14145.0,3148.2,5,6,636,2011-05-06 13:01:00,2011-10-24 12:10:00,127.2,629.64,217,46,20112,6,4,1,1,1,411,6,Loyal,42.0,2.0,110.0,54.0277706369604,1.2863754913562,50.0277706369604,Order due soon,A,504.0,1.197293204156889,744.1121705149644,980.166284926519,A,366.0
14146.0,2949.57,6,183,1886,2010-12-17 15:52:00,2011-12-01 10:18:00,314.33,491.6,357,8,20104,183,5,1,1,3,511,7,Loyal,69.0,0.0,173.0,71.68623763782465,1.0389309802583282,132.68623763782466,Order due soon,A,551.0,0.8053515835296566,824.7704334185305,765.0128612348385,A,561.0
14147.0,468.4,3,4,96,2011-02-27 11:42:00,2011-10-21 13:36:00,32.0,156.13,285,49,20111,4,4,1,1,1,411,6,Loyal,103.0,207.0,207.0,-1.0,-1.0,-1.0,Not sure,C,2611.0,0.4620283288951872,363.21524163848926,214.5997952845372,C,2317.0
14148.0,157.2,1,3,16,2011-04-20 12:02:00,2011-04-20 12:02:00,16.0,157.2,233,233,20112,3,2,1,1,1,211,4,Hold and improve,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3820.0,0.24501993648831905,0.0,0.0,C,3564.0
14149.0,259.43,3,28,129,2011-05-03 09:44:00,2011-05-11 12:34:00,43.0,86.48,220,212,20112,28,2,1,1,1,211,4,Hold and improve,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3369.0,0.25599312468368934,0.0,0.0,C,3564.0
14150.0,658.64,2,23,496,2010-12-15 10:04:00,2011-11-04 10:05:00,248.0,329.32,359,35,20104,23,5,1,1,1,511,7,Loyal,162.0,324.0,324.0,-1.0,-1.0,-1.0,Not sure,C,2155.0,0.38247765862957606,387.16516610182845,199.5208471703537,C,2391.0
14152.0,611.09,3,47,699,2011-04-19 15:46:00,2011-09-25 12:54:00,233.0,203.7,234,75,20112,47,4,1,1,1,411,6,Loyal,79.0,159.0,159.0,-1.0,-1.0,-1.0,Not sure,C,2275.0,0.539431273080021,366.0692820006843,246.25122261373144,C,2158.0
14154.0,1345.62,2,52,465,2011-04-14 15:58:00,2011-04-14 16:26:00,232.5,672.81,239,239,20112,52,2,1,1,1,211,4,Hold and improve,0.0,0.0,0.0,-1.0,-1.0,-1.0,Not sure,B,1279.0,0.24026652344456512,0.0,0.0,C,3564.0
14155.0,118.75,1,6,25,2011-03-18 14:13:00,2011-03-18 14:13:00,25.0,118.75,266,266,20111,6,2,1,1,1,211,4,Hold and improve,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3995.0,0.2209752836141516,0.0,0.0,C,3564.0
14156.0,113384.14,66,716,57025,2010-12-02 17:08:00,2011-11-30 10:54:00,864.02,1717.94,372,9,20104,716,5,4,4,4,544,13,Star,6.0,0.0,42.0,8.183346249247943,1.363891041541324,5.183346249247943,Order overdue,A,6.0,8.730458421234191,2723.0942193841497,21896.525335837498,A,8.0
14157.0,400.43,3,45,273,2011-02-27 13:04:00,2011-11-20 11:32:00,91.0,133.48,285,19,20111,45,5,1,1,1,511,7,Loyal,133.0,266.0,266.0,-1.0,-1.0,-1.0,Not sure,C,2807.0,0.46215659825573285,296.3023115287088,182.14730038482784,C,2477.0
14158.0,507.66,1,41,781,2011-10-30 15:08:00,2011-10-30 15:08:00,781.0,507.66,40,40,20114,41,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2519.0,0.6738493500034369,0.0,0.0,C,3564.0
14159.0,4678.3,14,501,4395,2010-12-12 11:17:00,2011-11-20 12:36:00,313.93,334.16,362,19,20104,501,5,2,2,4,522,9,Loyal,31.0,5.0,106.0,31.629978747314322,1.0203218950746555,43.629978747314325,Order due soon,A,289.0,2.25257238636673,446.5312789496174,993.3048588836754,A,360.0
14161.0,1110.52,3,87,455,2010-12-05 13:18:00,2011-05-08 11:41:00,151.67,370.17,369,215,20104,87,2,1,1,2,211,4,Hold and improve,51.0,63.0,91.0,19.79898987322333,0.3882154877102614,-144.20101012677668,Order overdue,B,1495.0,0.5768858338827774,414.885575517692,276.68002583628345,C,2000.0
14162.0,289.36,2,25,142,2011-02-20 12:32:00,2011-06-19 11:36:00,71.0,144.68,292,173,20111,25,3,1,1,1,311,5,Potential loyal,59.0,119.0,119.0,-1.0,-1.0,-1.0,Not sure,C,3275.0,0.45264245366141714,275.96842849514104,136.7144413820136,C,2664.0
14163.0,2445.91,4,36,893,2011-04-14 17:33:00,2011-09-13 15:18:00,223.25,611.48,239,87,20112,36,4,1,1,1,411,6,Loyal,38.0,40.0,65.0,12.897028081435401,0.3393954758272474,-36.102971918564606,Order overdue,A,701.0,1.1113195580128925,604.9738461157895,740.1967629425424,A,591.0
14164.0,1631.77,2,28,1033,2011-09-20 12:18:00,2011-09-30 12:24:00,516.5,815.88,80,70,20113,28,4,1,1,1,411,6,Loyal,5.0,10.0,10.0,-1.0,-1.0,-1.0,Not sure,A,1075.0,1.0912010631903404,389.7236424135697,432.28252812117864,B,1315.0
14165.0,122.53999999999999,1,23,54,2011-03-09 12:39:00,2011-03-09 12:39:00,54.0,122.54,275,275,20111,23,2,1,1,1,211,4,Hold and improve,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3976.0,0.2152153346303644,0.0,0.0,C,3564.0
14167.0,574.84,4,27,150,2011-01-12 15:44:00,2011-10-31 14:29:00,37.5,143.71,331,39,20111,27,5,1,1,1,511,7,Loyal,73.0,68.0,126.0,29.005746557076122,0.3973389939325496,63.00574655707612,Order due soon,C,2377.0,0.8573690308249173,219.04001115841902,214.6474596311483,C,2316.0
14171.0,363.79,1,57,167,2011-09-02 16:43:00,2011-09-02 16:43:00,167.0,363.79,98,98,20113,57,4,1,1,2,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2936.0,0.44158862805184584,0.0,0.0,C,3564.0
14173.0,450.84,4,28,150,2011-05-04 14:03:00,2011-11-29 11:54:00,37.5,112.71,219,10,20112,28,5,1,1,1,511,7,Loyal,52.0,0.0,174.0,92.03441385336973,1.769892574103264,134.03441385336973,Order due soon,C,2665.0,0.8785304164300539,259.90435733085627,271.4060238795523,C,2028.0
14174.0,134.46,1,26,94,2011-11-06 13:17:00,2011-11-06 13:17:00,94.0,134.46,33,33,20114,26,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3932.0,0.7195243602443967,0.0,0.0,C,3564.0
14175.0,3108.06,7,139,1461,2011-01-14 12:22:00,2011-10-19 13:42:00,208.71,444.01,329,51,20111,139,4,2,1,2,421,7,Loyal,90.0,112.0,158.0,32.526911934581186,0.3614101326064576,63.526911934581186,Order due soon,A,509.0,0.6363601960768369,1069.583839801054,833.5050995451827,A,482.0
14176.0,574.0,5,28,207,2010-12-07 11:45:00,2011-02-15 13:12:00,41.4,114.8,367,297,20104,28,1,1,1,1,111,3,Risky,17.0,0.0,41.0,21.07921567168317,1.2399538630401865,-258.9207843283168,Order overdue,C,2381.0,0.574071404106564,285.3517697795377,149.56171317834648,C,2618.0
14177.0,554.46,5,37,204,2011-06-13 11:10:00,2011-09-16 09:52:00,40.8,110.89,179,84,20112,37,4,1,1,1,411,6,Loyal,23.0,0.0,84.0,46.119410230400824,2.005191749147862,-16.880589769599176,Order overdue,C,2416.0,1.0183161846434383,292.9275481844958,339.91493723569,B,1669.0
14178.0,1620.93,7,191,1505,2011-06-10 12:51:00,2011-12-01 12:01:00,215.0,231.56,182,8,20112,191,5,2,1,3,521,8,Loyal,24.0,12.0,45.0,12.198360545581526,0.5082650227325636,28.198360545581526,Order due soon,A,1087.0,2.4334677179737425,266.4835980020348,636.0599182033051,A,760.0
14179.0,719.78,2,135,330,2011-10-18 14:00:00,2011-10-30 12:07:00,165.0,359.89,52,40,20114,135,5,1,1,2,511,7,Loyal,6.0,12.0,12.0,-1.0,-1.0,-1.0,Not sure,C,2026.0,1.3419286766208287,302.02424681796396,423.6928867294938,B,1346.0
14180.0,4640.77,31,112,710,2010-12-02 13:08:00,2011-11-29 10:56:00,22.9,149.7,372,10,20104,112,5,3,2,2,532,10,Loyal,14.0,0.0,34.0,7.07670192568032,0.5054787089771657,11.07670192568032,Order due soon,A,292.0,4.84609624465939,208.25927720730093,948.4218931166959,A,383.0
14184.0,452.89,1,24,127,2011-10-04 12:43:00,2011-10-04 12:43:00,127.0,452.89,66,66,20114,24,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2658.0,0.5452830236478796,0.0,0.0,C,3564.0
14185.0,197.65,1,3,6,2011-01-12 13:52:00,2011-01-12 13:52:00,6.0,197.65,331,331,20111,3,1,1,1,1,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3628.0,0.18518108410372136,0.0,0.0,C,3564.0
14188.0,2018.91,10,34,1145,2011-02-02 13:46:00,2011-12-01 09:46:00,114.5,201.89,310,8,20111,34,5,2,1,1,521,8,Loyal,46.0,38.0,96.0,23.90606617576384,0.5196970907774748,39.90606617576384,Order due soon,A,868.0,1.3777310169702262,347.46577954359833,503.74414007835065,A,1064.0
14189.0,4604.31,24,176,3919,2010-12-06 11:42:00,2011-12-07 15:55:00,163.29,191.85,368,2,20104,176,5,3,2,3,532,10,Loyal,24.0,0.0,53.0,14.458732484382752,0.6024471868492813,36.45873248438275,Order not due,A,294.0,2.8379117203484525,340.88308107084924,937.7082823368161,A,390.0
14191.0,4660.01,14,146,3657,2011-05-03 10:30:00,2011-12-08 09:23:00,261.21,332.86,220,1,20112,146,5,2,2,3,522,9,Loyal,16.0,9.0,29.0,7.085516597577444,0.44284478734859023,22.085516597577445,Order not due,A,291.0,3.9745709480766154,381.32887465873114,1416.405433122629,A,179.0
14193.0,853.39,2,35,445,2011-03-15 11:38:00,2011-10-03 09:34:00,222.5,426.7,269,67,20111,35,4,1,1,1,411,6,Loyal,101.0,202.0,202.0,-1.0,-1.0,-1.0,Not sure,B,1823.0,0.483838544354006,423.36714409413776,262.5147676835958,C,2076.0
14194.0,11216.75,32,269,5783,2011-02-04 14:51:00,2011-12-05 10:38:00,180.72,350.52,308,4,20111,269,5,3,2,3,532,10,Loyal,14.0,0.0,56.0,15.347209586933488,1.0962292562095348,25.347209586933488,Order due soon,A,78.0,3.5257118072188933,746.3367232915322,2504.105370904549,A,70.0
14195.0,962.7,3,7,702,2011-04-01 16:50:00,2011-05-22 10:29:00,234.0,320.9,252,201,20112,7,2,1,1,1,211,4,Hold and improve,25.0,51.0,51.0,-1.0,-1.0,-1.0,Not sure,B,1681.0,0.5079999933841522,309.18243866489337,136.1224845728628,C,2665.0
14196.0,335.52,1,6,142,2011-08-25 10:25:00,2011-08-25 10:25:00,142.0,335.52,106,106,20113,6,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3052.0,0.42154767551031863,0.0,0.0,C,3564.0
14198.0,663.5,7,35,280,2011-04-14 14:54:00,2011-12-05 16:34:00,40.0,94.79,239,4,20112,35,5,2,1,1,521,8,Loyal,55.0,59.0,94.0,18.17507450695411,0.3304559001264384,55.17507450695411,Order not due,C,2146.0,1.1124906577877962,241.03335420867853,298.6319719312869,C,1885.0
14199.0,185.39999999999998,1,2,28,2011-05-05 13:44:00,2011-05-05 13:44:00,28.0,185.4,218,218,20112,2,2,1,1,1,211,4,Hold and improve,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3685.0,0.2577691497910796,0.0,0.0,C,3564.0
14201.0,688.04,9,32,578,2010-12-15 13:25:00,2011-10-10 13:27:00,64.22,76.45,359,60,20104,32,4,2,1,1,421,7,Loyal,42.0,19.0,125.0,41.12622845176381,0.9791959155181859,23.126228451763808,Order overdue,C,2084.0,1.429465882683589,162.73990572694427,241.37566735147547,C,2183.0
14204.0,161.03,1,36,82,2011-12-07 13:38:00,2011-12-07 13:38:00,82.0,161.03,2,2,20114,36,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3801.0,1.0281604938633968,0.0,0.0,C,3564.0
14205.0,218.78,4,35,99,2010-12-09 13:38:00,2011-11-29 11:56:00,24.75,54.7,365,10,20104,35,5,1,1,1,511,7,Loyal,124.0,248.0,248.0,-1.0,-1.0,-1.0,Not sure,C,3528.0,0.4911923243161452,336.9839321607094,218.95465303310766,C,2298.0
14206.0,308.26,2,21,274,2010-12-14 10:31:00,2011-04-14 16:38:00,137.0,154.13,360,239,20104,21,2,1,1,1,211,4,Hold and improve,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3184.0,0.24026652344456512,0.0,0.0,C,3564.0
14208.0,151.74,1,10,114,2011-09-06 12:48:00,2011-09-06 12:48:00,114.0,151.74,94,94,20113,10,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3857.0,0.4523410953497919,0.0,0.0,C,3564.0
14209.0,2067.13,7,55,688,2011-01-11 12:56:00,2011-11-29 10:18:00,98.29,295.3,332,10,20111,55,5,2,1,1,521,8,Loyal,53.0,19.0,111.0,34.34821683872396,0.6480795629947916,77.34821683872396,Order due soon,A,841.0,1.3026172026462601,358.67681954281346,494.753506893447,A,1085.0
14210.0,1900.89,7,66,759,2010-12-03 12:43:00,2011-09-09 12:55:00,108.43,271.56,371,91,20104,66,4,2,1,2,421,7,Loyal,44.0,30.0,92.0,26.67770604830933,0.6063115010979393,-34.32229395169067,Order overdue,A,919.0,1.18585506535753,338.46872530811703,424.7968021058582,B,1341.0
14211.0,2208.3,13,87,1232,2011-02-17 15:50:00,2011-10-17 13:23:00,94.77,169.87,295,53,20111,87,4,2,1,2,421,7,Loyal,26.0,4.0,111.0,35.42295462388357,1.3624213316878295,8.42295462388357,Order overdue,A,777.0,2.17158256882076,281.6900859455343,605.4952756740491,A,821.0
14212.0,1070.48,1,9,1152,2011-09-11 12:45:00,2011-09-11 12:45:00,1152.0,1070.48,89,89,20113,9,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,B,1537.0,0.4665411684702154,0.0,0.0,C,3564.0
14213.0,-1192.2,1,5,-244,2010-12-03 09:47:00,2010-12-03 09:47:00,-244.0,-1192.2,371,371,20104,5,1,1,1,1,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,D,4283.0,-1.0,-1.0,-1.0,-1,-1.0
14214.0,1000.23,7,64,748,2011-03-07 12:26:00,2011-11-09 10:31:00,106.86,142.89,277,30,20111,64,5,2,1,2,521,8,Loyal,49.0,14.0,107.0,51.73248495867949,1.0557649991567244,70.73248495867949,Order due soon,B,1630.0,1.2496488016686618,164.87137962306832,221.75712315585312,C,2288.0
14215.0,1777.92,7,98,1354,2010-12-06 15:34:00,2011-11-28 12:19:00,193.43,253.99,368,11,20104,98,5,2,1,2,521,8,Loyal,59.0,15.0,129.0,47.584661394192985,0.8065196846473387,95.58466139419298,Order due soon,A,991.0,1.195632416475281,342.17167732174676,436.51465891057785,B,1296.0
14216.0,1839.3,4,47,594,2011-11-02 10:51:00,2011-12-06 14:56:00,148.5,459.82,37,3,20114,47,5,1,1,1,511,7,Loyal,8.0,5.0,21.0,8.504900548115383,1.063112568514423,13.504900548115383,Order due soon,A,955.0,3.206904712963415,447.8346390410501,1312.9763102190336,A,210.0
14217.0,1925.3600000000001,24,78,677,2010-12-08 13:28:00,2011-12-08 11:53:00,28.21,80.22,366,1,20104,78,5,3,1,2,531,9,Loyal,21.0,0.0,56.0,14.78385944197252,0.7039933067605962,34.783859441972524,Order not due,A,904.0,3.2633898749900467,146.76876184031306,459.7531068931262,A,1202.0
14218.0,169.48000000000002,1,12,160,2011-10-28 10:00:00,2011-10-28 10:00:00,160.0,169.48,42,42,20114,12,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3756.0,0.6618454964399685,0.0,0.0,C,3564.0
14219.0,89.94,1,7,78,2011-12-05 16:23:00,2011-12-05 16:23:00,78.0,89.94,4,4,20114,7,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,4129.0,1.0004731178216126,0.0,0.0,C,3564.0
14220.0,632.4,2,21,272,2010-12-16 18:18:00,2011-04-06 13:23:00,136.0,316.2,358,247,20104,21,2,1,1,1,211,4,Hold and improve,55.0,111.0,111.0,-1.0,-1.0,-1.0,Not sure,C,2224.0,0.38254103893484226,371.906671997148,135.3370990285276,C,2667.0
14221.0,3427.85,10,123,2190,2011-01-04 15:33:00,2011-10-28 13:42:00,219.0,342.78,339,42,20111,123,5,2,1,2,521,8,Loyal,33.0,0.0,133.0,42.13731803791707,1.2768884253914263,33.13731803791707,Order overdue,A,455.0,1.4996696320724714,503.2186762539093,780.6919919579045,A,538.0
14222.0,683.17,1,41,607,2011-06-15 16:42:00,2011-06-15 16:42:00,607.0,683.17,177,177,20112,41,3,1,1,1,311,5,Potential loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2092.0,0.30050894764830816,0.0,0.0,C,3564.0
14223.0,975.23,4,50,583,2011-03-20 16:02:00,2011-09-08 13:38:00,145.75,243.81,264,92,20111,50,4,1,1,1,411,6,Loyal,57.0,65.0,107.0,29.698484809834994,0.5210260492953508,-5.301515190165006,Order overdue,B,1669.0,0.759729094576596,370.2965278081093,335.0377982559782,B,1705.0
14224.0,1050.12,4,105,514,2011-01-23 13:58:00,2011-08-21 13:24:00,128.5,262.53,320,110,20111,105,4,1,1,2,411,6,Loyal,52.0,35.0,105.0,35.0,0.6730769230769231,-23.0,Order overdue,B,1559.0,0.880692597570094,310.10796028247694,307.90709609121325,C,1842.0
14226.0,2201.64,7,64,1301,2011-03-15 15:36:00,2011-11-11 11:34:00,185.86,314.52,269,28,20111,64,5,2,1,2,521,8,Loyal,48.0,1.0,140.0,58.43158392513419,1.2173246651069622,78.43158392513419,Order due soon,A,783.0,1.2791274891415179,335.84910199232945,461.2879734057308,A,1195.0
